case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-519,Achmea v. Slovakia (II),Award on Jurisdiction and Admissibility,Award (Final),Respondent,The Respondent argued that the relief sought by the Claimant is impermissible.,"ILC Articles on State Responsibility, Articles 31 and 34","['relief', 'remedies', 'ILC Articles', 'restitution', 'compensation']",Yes,The Tribunal agreed that the relief sought by the Claimant was impermissible.
IDS-519,Achmea v. Slovakia (II),Award on Jurisdiction and Admissibility,Award (Final),Respondent,The Respondent argued that the non-expropriation claims lack *prima facie* merit.,"Objections, ¶¶ 85-86","['non-expropriation claims', 'prima facie', 'damages', 'regulatory framework']",Yes,The Tribunal found that the Claimant had not demonstrated a *prima facie* basis for the second and third limb of its Article 3 claim.
IDS-519,Achmea v. Slovakia (II),Award on Jurisdiction and Admissibility,Award (Final),Respondent,The Respondent argued that the conduct of VsZP and the State-owned hospitals is not attributable to the Slovak Republic.,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V. v. The Republic of Paraguay","['attribution', 'VsZP', 'State-owned hospitals', 'Article 3', 'mere ownership']",Yes,The Tribunal found that it lacked jurisdiction over the fourth limb of Achmea’s claim.
IDS-519,Achmea v. Slovakia (II),Award on Jurisdiction and Admissibility,Award (Final),Claimant,The Claimant argued that there is no jurisdictional requirement under the Treaty to state a *prima facie* case.,"Netherlands-Slovak Republic BIT, Article 8","['prima facie', 'jurisdictional requirement', 'Article 8', 'all disputes']",No,"The Tribunal found that at the jurisdictional stage, the Claimant must not only establish that the jurisdictional requirements of the Treaty are met, which includes proving the facts necessary to meet these requirements, but also that it has a *prima facie* cause of action under the Treaty, that is, that the facts it alleges are capable of falling under the relevant provisions of the BIT."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,"The Respondent argued that the Tribunal lacks jurisdiction *ratione personae* because the Claimants are not covered investors under Article 1(3) of the BIT, as they lack a main office in Mauritius.",Mauritius-Portugal BIT Art. 1(3),"['ratione personae', 'investor', 'main office', 'effective management', 'shell company']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute and was not intertwined with the merits."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,"The Respondent argued that the Tribunal lacks jurisdiction *ratione materiae* because the Claimants do not have a protected investment under Article 1(1) of the BIT and Article 25(1) of the ICSID Convention, as the investment was an intra-group transfer of unpaid credits.","Mauritius-Portugal BIT Art. 1(1), ICSID Convention Art. 25(1)","['ratione materiae', 'protected investment', 'intra-group transfer', 'economic risk', 'contribution of economic value']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute and was not intertwined with the merits."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,"The Respondent argued that the Tribunal lacks jurisdiction *ratione materiae* because the Claimants acquired their purported investments in violation of Portuguese law, specifically the Facility Agreement's consent requirement.","Mauritius-Portugal BIT Art. 1(1), General principle of international law","['ratione materiae', 'legality', 'Facility Agreement', 'consent requirement', 'Event of Default']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute and was not intertwined with the merits."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,The Respondent argued that the Tribunal lacks jurisdiction *ratione temporis* because the Claimants acquired their alleged investments after the dispute had already arisen.,Mauritius-Portugal BIT,"['ratione temporis', 'timing of investment', 'pre-existing dispute']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute. The Tribunal reserved the right to join this objection to the merits if further evidence revealed an overlap."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,The Respondent argued that the Tribunal lacks jurisdiction because the Claimants committed an abuse of process by acquiring their purported investments with the purpose of gaining access to the BIT's protections after the dispute had arisen or was reasonably foreseeable.,General principles of international law,"['abuse of process', 'corporate nationality', 'manipulation', 'foreseeability']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute. The Tribunal reserved the right to join this objection to the merits if further evidence revealed an overlap."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Respondent,"The Respondent argued that the Tribunal lacks jurisdiction because the Claimants initiated proceedings before the Portuguese courts, thereby precluding its treaty claims under the BIT's fork-in-the-road provision.",Mauritius-Portugal BIT Art. 9(2),"['fork-in-the-road', 'domestic proceedings', 'duplicative claims']",Yes,"The Tribunal agreed that this objection, if successful, would likely dispose of a substantial portion of the dispute and was not intertwined with the merits."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that bifurcation would not materially reduce the time and cost of the proceedings and would cause substantial delays.,ICSID Convention and Rules,"['bifurcation', 'procedural efficiency', 'time and cost savings']",No,"The Tribunal acknowledged that the time and cost savings might be less significant in this case, but still found that bifurcation could result in a material reduction."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that the Respondent's objections are intertwined with the merits of the case and render bifurcation impractical.,ICSID Convention and Rules,"['intertwined', 'merits', 'jurisdictional objections']",No,"The Tribunal found that most of the objections were not intertwined with the merits, although it reserved the right to join some to the merits if further evidence revealed an overlap."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,"The Claimants argued that the Respondent's objections, if successful, would not dispose of all or a substantial portion of the dispute.",ICSID Convention and Rules,"['disposal of dispute', 'jurisdictional objections']",No,"The Tribunal found that each of the Respondent's objections, if accepted, would likely dispose of all or a substantial portion of the dispute."
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,"The Claimants argued that their 'main office' is in Mauritius, and thus they are covered investors under the BIT.",Mauritius-Portugal BIT Art. 1(3),"['investor', 'main office', 'effective management']",,
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that they hold a protected investment under the BIT and the ICSID Convention.,"Mauritius-Portugal BIT Art. 1(1), ICSID Convention Art. 25(1)","['protected investment', 'Oak Loan', 'intra-group transfers']",,
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that their investments were made in accordance with the laws and regulations of Portugal.,Mauritius-Portugal BIT Art. 1(1),"['legality', 'Facility Agreement', 'Event of Default']",,
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that the Tribunal has jurisdiction *ratione temporis* because the dispute arose after they acquired their investments.,Mauritius-Portugal BIT,"['ratione temporis', 'timing of investment', 'dispute']",,
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that they did not commit an abuse of process.,General principles of international law,"['abuse of process', 'corporate nationality', 'foreseeability']",,
,Suffolk and others v. Portugal,Procedural Order No. 3 (Respondent’s Request for Bifurcation),Bifurcation,Claimant,The Claimants argued that their claims are not barred by the fork-in-the-road provision.,Mauritius-Portugal BIT Art. 9(2),"['fork-in-the-road', 'triple identity test']",,
,Ershova and Jeršov v. Bulgaria,Procedural Order No. 1 (Applicable ICSID Arbitration Rules),Preliminary Issues,Claimant,"Claimants' consent to arbitration was given in the Notice of Intent on April 27, 2021, therefore the 2006 Arbitration Rules apply.","ICSID Convention Art. 44, ECT Art. 26(4)","['consent to arbitration', 'Notice of Intent', '2006 Arbitration Rules', '2022 Arbitration Rules', 'ECT Article 26']",Yes,"The Tribunal found the Notice of Intent contained clear and unequivocal consent to ICSID arbitration, thus locking in the 2006 Rules."
,Ershova and Jeršov v. Bulgaria,Procedural Order No. 1 (Applicable ICSID Arbitration Rules),Preliminary Issues,Respondent,"The Respondent argued that the Notice of Intent was merely a trigger for the three-month cooling-off period and consent to arbitration was given later, with the Request for Arbitration, therefore the 2022 Arbitration Rules should apply.",ECT Art. 26,"['Notice of Intent', 'cooling-off period', 'Request for Arbitration', '2022 Arbitration Rules', 'ECT Article 26']",No,"The Tribunal found this interpretation of ECT Article 26 incorrect, as it does not preclude consent prior to the request for arbitration."
,Ershova and Jeršov v. Bulgaria,Procedural Order No. 1 (Applicable ICSID Arbitration Rules),Preliminary Issues,Respondent,The Respondent argued that the Benabderrahmane v. Qatar case supports the application of the 2022 Arbitration Rules.,"ICSID Case No. ARB/22/23, *Benabderrahmane v. Qatar*","['Benabderrahmane v. Qatar', '2022 Arbitration Rules', 'consent to arbitrate', 'treaty interpretation']",No,"The Tribunal distinguished the case because it involved a different treaty, the language in the notice of dispute was ambiguous, and the case did not preclude earlier consent."
,Ershova and Jeršov v. Bulgaria,Procedural Order No. 1 (Applicable ICSID Arbitration Rules),Preliminary Issues,Claimant,The Claimants argued that the Respondent's interpretation of ECT Article 26 is misguided in light of established ICSID practice.,"ICSID practice, ECT Art. 26","['ICSID practice', 'ECT Article 26', 'consent to arbitrate', 'treaty interpretation']",Yes,The Tribunal agreed with the Claimants' interpretation of ECT Article 26 and found the Respondent's argument based on an incorrect reading of the article.
,Ershova and Jeršov v. Bulgaria,Procedural Order No. 1 (Applicable ICSID Arbitration Rules),Preliminary Issues,Respondent,The Respondent argued that the 2022 Arbitration Rules reflect best practices and the Tribunal may consider them if they do not conflict with the 2006 Arbitration Rules.,"2006 Arbitration Rules, 2022 Arbitration Rules","['2006 Arbitration Rules', '2022 Arbitration Rules', 'best practices']",Partial/Deferred,
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Respondent,"The Respondent argued that the Centre lacks jurisdiction because Mr. Jeršov, the purported investor, died without providing written consent to ICSID arbitration.","ICSID Convention Art. 25(1), ECT Art. 26","['consent', 'jurisdiction', 'ECT', 'ICSID Convention', 'written consent', 'investor']",No,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Respondent,"The Respondent contended that Article 26 of the ECT only applies to disputes over an alleged breach of an obligation in ECT Part III relating to an ""Investment"" of an ""Investor"" in Bulgaria, and not to the heirs of an investor.","ECT Art. 26, ECT Art. 1(6), ECT Art. 1(7)","['Investor', 'Investment', 'ECT', 'heirs', 'jurisdiction', 'treaty interpretation']",No,"The tribunal determined that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Respondent,"The Respondent argued that the ECT does not provide a basis for Claimants to bring claims ""on behalf of"" Mr. Jeršov or ""in his stead"", as the possibility of substitution was not agreed by both parties.","ECT Art. 15, *intuitu personae* principle","['substitution', 'intuitu personae', 'assignment of claims', 'subrogation', 'ECT']",No,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that, at the time of Mr. Jeršov's death, his investment claims against Bulgaria had fully crystallized and were transferred to them as his legal heirs, thus providing consent to arbitration.","ECT Art. 26, inheritance law","['inheritance', 'heirs', 'crystallized claims', 'universal succession', 'consent']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that Bulgaria's breaches of its ECT obligations created a right to bring an action to seek compensation, which passed to them as legal heirs.","inheritance law, legal succession","['chose in action', 'inheritance', 'legal succession', 'transfer of rights', 'ECT breaches']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,The Claimants argued that denying heirs the possibility to exercise their rights under an investment treaty would give rise to absurd consequences.,,"['absurd consequences', 'treaty interpretation', 'investor rights', 'host state', 'death of investor']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that, in the face of Bulgaria's breaches of the ECT, the investment was transformed into a residual right, making them ""investors"" for the purposes of Article 26 of the ECT.",ECT Art. 26,"['residual right', 'investor', 'ECT', 'damages', 'treaty interpretation']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that they are still shareholders in PEHOLD, making them ""investors"" for the purposes of the Tribunals' jurisdiction under the ECT and the ICSID Convention.","ECT, ICSID Convention","['shareholders', 'PEHOLD', 'investor', 'jurisdiction', 'ICSID Convention', 'ECT']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants asserted that Respondent failed to provide support for its interpretation of Article 26 of the ECT, and that the cited case *Westmoreland v. Canada* actually favored their position.",*Westmoreland v. Canada*,"['Westmoreland v. Canada', 'legal successor', 'treaty interpretation', 'jurisdiction', 'precedent']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Ershova and Jeršov v. Bulgaria,Decision on the Respondent’s Preliminary Objection Under Art. 41(5) of the ICSID Arbitration Rules,ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that Respondent's Preliminary Objection did not comply with the legal test applicable under ICSID Arbitration Rule 41(5), constituting an abuse of process.",ICSID Arbitration Rule 41(5),"['abuse of process', 'Rule 41(5)', 'manifestly without legal merit', 'costs']",Partial/Deferred,"The tribunal found that the issue of heirs' standing to bring claims was novel and raised complex interpretative issues requiring further consideration, thus not meeting the 'manifestly without legal merit' standard. The tribunal dismissed the Respondent's application."
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Claimant,"Scotiabank argues that the 2021 Constitutional Court Decision is not a measure relating to financial institutions, but a measure that could affect any investment in any industry.","FTA Article 1101(1), VCLT Article 31, *Fireman's Fund v. Mexico*, *Methanex v. USA*","['financial institution', 'measure', 'relating to', 'Chapter Eleven', ""Fireman's Fund"", 'Methanex']",No,"The tribunal found that the measure challenged by Scotiabank was not obviously and necessarily connected to the status of Scotiabank and Scotiabank Peru as financial institutions, because the Constitutional Court could have applied the measure against any debtor investor in debt in any economic sector in Peru."
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Claimant,"Scotiabank argues that the 2021 Constitutional Court Decision is not a taxation measure, but rather a penalty for late payment of a debt and is compensatory to the government for the loss of use of money.","FTA Article 2203, *Nissan v. India*, Black's Law Dictionary, *EnCana v. Ecuador*, *SunReserve v. Italy*, Peruvian Civil Code, Peruvian Tax Code","['taxation measure', 'Article 2203', 'Nissan', 'EnCana', 'SunReserve', 'Peruvian law']",No,"The tribunal found that the imposition of tax default interest on Scotiabank's IGV Liability was a taxation measure for purposes of FTA Article 2203, especially considering Article 2203(6)(g) and Article 28 of the Peruvian Tax Code."
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Claimant,Scotiabank argues that the default interest payments are a protected investment under FTA Article 847(h) as interests arising from the commitment of capital or other resources in the territory of Peru to economic activity.,"FTA Article 847(h), Peruvian Tax Code, Peruvian Civil Code","['investment', 'Article 847(h)', 'commitment of capital', 'economic activity', 'Peruvian law']",No,"The tribunal found that the 2013 Default Interest Payment was not a protected investment under FTA Article 847, as it was an act of compliance with tax obligations and not a commitment of capital to economic activity."
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Claimant,"Scotiabank argues that the ICSID Convention is applicable to the dispute as a whole, and the tribunal should assess whether Scotiabank had rights capable of being expropriated under Peruvian law.","ICSID Convention Article 25(1), *Magyar Farming v. Hungary*","['ICSID Convention', 'Article 25(1)', 'expropriation', 'Magyar Farming']",Partial/Deferred,The tribunal did not need to address this argument because it found that the 2013 Default Interest Payment was not a protected investment.
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Claimant,"Scotiabank argues that it has validly waived its right to continue proceedings before the Peruvian courts, as the waiver only applies to proceedings related to the measure alleged to be a breach, which is the 2021 Constitutional Court Decision.","FTA Article 823(1)(e), *Waste Management v. Mexico*","['waiver', 'Article 823(1)(e)', 'measure', 'Waste Management']",Yes,The tribunal found that Peru had not demonstrated that the waivers provided by Scotiabank and Scotiabank Peru were manifestly without legal validity.
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Respondent,Peru argues that Scotiabank's National Treatment and FET Claims are manifestly without legal merit because Scotiabank cannot bring them as a Canadian financial institution with an alleged investment in Scotiabank Peru as a Peruvian financial institution.,"FTA Article 802(3), FTA Article 1101, VCLT Articles 31 and 32, *Fireman's Fund v. Mexico*","['financial institution', 'Chapter Eleven', 'Article 1101', ""Fireman's Fund"", 'VCLT']",No,The tribunal found that Scotiabank's argument was at least tenable and that Peru had not established this Rule 41 objection clearly and obviously.
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Respondent,Peru argues that Scotiabank's FET and Expropriation Claims are manifestly without legal merit because they concern taxation measures carved out under the FTA.,"FTA Article 2203, FTA Article 805, Peruvian Tax Code, Peruvian Civil Code, *SunReserve v. Italy*, *EnCana v. Ecuador*","['taxation measures', 'Article 2203', 'EnCana', 'SunReserve', 'Peruvian law']",Yes,"The tribunal found that the imposition of default interest on a tax debt was a taxation measure for purposes of FTA Article 2203, particularly in light of Article 2203(6)(g) and Article 28 of the Peruvian Tax Code."
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Respondent,Peru argues that Scotiabank's Expropriation Claim is manifestly without legal merit because Scotiabank does not have any protected investment under either the FTA or the ICSID Convention.,"FTA Article 847, ICSID Convention Article 25(1), *Grand River v. United States of America*, Peruvian Civil Code","['investment', 'Article 847', 'Article 25(1)', 'Grand River', 'Peruvian law']",Yes,The tribunal found that the 2013 Default Interest Payment was not a protected investment under FTA Article 847.
,Bank of Nova Scotia v.  Peru,Decision on Respondent’s Rule 41 Application,ICSID Arbitration Rule 41(5),Respondent,"Peru argues that Scotiabank's claims are manifestly without legal merit because it failed to comply with the conditions precedent to Peru's consent to arbitrate, specifically the waiver requirement and the time bar.","FTA Article 823(1)(e), *Waste Management v. Mexico*, FTA Article 823(1)(c), *AFC Investments v. Colombia*, *Ansung Housing v. China*, *Berkowitz v. Costa Rica*, *Apotex v. United States of America*","['waiver', 'Article 823(1)(e)', 'time bar', 'Article 823(1)(c)', 'Waste Management', 'Apotex']",Partial/Deferred,The tribunal denied the Rule 41 Application on the ground of invalid waivers given by Scotiabank and Scotiabank Peru. The tribunal did not need to address the time bar argument.
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the Tribunal has jurisdiction to order the suspension of proceedings against defendants who are not parties to this arbitration.,,"['provisional measures', 'third parties', 'joint and several liability', 'Quiborax v Bolivia']",No,"The Tribunal found that it should not award provisional measures in relation to the claims by Respondent against third parties, distinguishing the case from Quiborax v Bolivia."
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the Tribunal should restrain the proceedings against all defendants in the Jordanian Proceedings to protect their interests.,,"['joint and several liability', 'contribution actions', 'provisional measures']",No,The Tribunal decided that the possibility of contribution actions against the Claimants was not sufficiently imminent to justify the grant of provisional measures.
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the requested provisional measures are necessary to protect their right to the exclusivity of the present proceedings in accordance with Art 26 of the ICSID Convention.,ICSID Convention Art. 26,"['ICSID Convention', 'Art. 26', 'exclusivity', 'provisional measures']",Yes,"The Tribunal agreed that the continued prosecution of the Jordanian Proceedings would irreparably breach the obligation to afford exclusivity under Art 26, as the proceedings concerned the same subject matter and parties."
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Claimant,"The Claimants argued that the requested provisional measures are necessary to protect their right to the preservation of the status quo that existed between the parties at the outset of the arbitration, and to the non-aggravation of the dispute.",,"['status quo', 'non-aggravation', 'provisional measures']",Yes,"The Tribunal found that the continued active progress of the Jordanian proceedings against Claimants, which is prima facie inconsistent with the international obligation assumed by Jordan under Art 26 of the ICSID Convention, does meet the requirement of urgency."
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that Art 26 is not engaged because this Tribunal does not have 'exclusive jurisdiction... over the enforcement actions in the Jordanian Proceedings.',ICSID Convention Art. 26,"['ICSID Convention', 'Art. 26', 'exclusive jurisdiction', 'enforcement actions']",No,"The Tribunal did not accept this submission, finding that there was identity of parties, substantial overlap in subject matter, and the remedies sought were essentially mirror images of each other."
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Respondent,"The Respondent argued that because the Jordanian Proceedings only have the potential to cause financial harm, the Claimants are not exposed to the risk of irreparable harm.",,"['irreparable harm', 'financial harm', 'provisional measures']",No,"The Tribunal considered that the Claimants had discharged the burden of establishing a risk of irreparable harm, as regards the on-going prosecution of the Jordanian Proceedings against the Claimants."
IDS-527,Alghanim v. Jordan,Order on Application for the Grant of Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that both proceedings should continue in parallel.,,"['parallel proceedings', 'provisional measures']",No,"The Tribunal found that the continued active progress of the Jordanian proceedings against Claimants, which is prima facie inconsistent with the international obligation assumed by Jordan under Art 26 of the ICSID Convention, does meet the requirement of urgency."
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure was unlawful because it had no basis in Jordanian law.,"Jordanian Income Tax Law No 57 of 1985, Article 7.A.15.a","['Tax Measure', 'Jordanian law', 'Article 7.A.15.a', 'capital gains', 'share sale']",Partial/Deferred,"The Tribunal agreed that the Tax Measure's legality under Jordanian law was central to the case, but it would not substitute its decision for that of the Court of Cassation."
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants contended that the Tax Measure was politically motivated and therefore arbitrary.,"BIT Article 3(1), ELSI case","['arbitrary', 'political motivation', 'Tax Measure', 'BIT Article 3(1)', 'ELSI']",No,The Tribunal found that the Claimants had not proven that the Tax Measure was politically motivated.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the decisions of the Jordanian courts upholding the Tax Measure constituted a denial of justice.,"International law, *Cotesworth and Powell v Colombia*","['denial of justice', 'Jordanian courts', 'substantive denial of justice', 'procedural denial of justice', 'Cotesworth and Powell v Colombia']",No,The Tribunal found that the decisions of the Jordanian courts did not constitute a denial of justice.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure breached the full protection and security guarantee.,BIT Article 3(1),"['full protection and security', 'BIT Article 3(1)', 'hostile campaign', 'political pressure']",No,The Tribunal found that the Claimants had not established a breach of the full protection and security guarantee.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure breached the legal stability guarantee.,"BIT Article 12, Unified Agreement","['legal stability', 'BIT Article 12', 'Unified Agreement', 'retroactive taxation']",No,The Tribunal found that the Claimants had not established a breach of the legal stability guarantee.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure breached the legitimate expectations guarantee.,BIT Article 4(1),"['legitimate expectations', 'BIT Article 4(1)', 'REACH Initiative']",No,The Tribunal found that the Claimants had not established a breach of the legitimate expectations guarantee.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure was discriminatory.,"BIT Article 3(1), BIT Article 4","['discrimination', 'BIT Article 3(1)', 'BIT Article 4', 'telecommunications sector']",No,The Tribunal found that the Claimants had not established a breach of the discrimination guarantee.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Claimant,The Claimants argued that the Tax Measure impaired their rights to liquidate.,"BIT Article 4, Jordan-Algeria BIT, Jordan-Austria BIT","['impairment of rights to liquidate', 'BIT Article 4', 'Jordan-Algeria BIT', 'Jordan-Austria BIT']",No,The Tribunal found that the Claimants had not established a breach of the impairment of rights to liquidate guarantee.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Claimants no longer had an investment.,BIT Article 1,"['investment', 'BIT Article 1', 'shares', 'returns', 'liquidation']",No,The Tribunal found that the Claimants continued to hold an investment in UTT and that the Tax Measure affected their investment.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Claimants could not bring a claim on behalf of UTT.,Barcelona Traction case,"['derivative claim', 'Barcelona Traction', 'shareholder claim', 'direct link']",No,The Tribunal found that the Claimants were suing to vindicate their own rights as shareholders.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Tribunal's jurisdiction was precluded by the tax carve-out in Article 4(3) of the BIT.,BIT Article 4(3),"['tax carve-out', 'BIT Article 4(3)', 'taxation', 'special treatment']",No,The Tribunal found that the Claimants were not seeking special treatment and that the carve-out did not apply.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Claimants had not suffered harm.,BIT Article 9,"['investment dispute', 'BIT Article 9', 'harm', 'loss', 'premature']",No,The Tribunal found that the Claimants were entitled to sue for the breach of obligations owed to them under the BIT.
